,Timestamp,Latitude,Longitude,Altitude,Speed_gps,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,Max_Emotion,ts,expressed_emotion,road_type,max_speed,lanes,weather_time,weather_term,feeltemp_outside,windspeed,cloud_coverage,trafficflow_reducedspeed,trafficflow_confidence,freeflow_speed
0,2021-03-07 12:12:34.318020344,48.783553245898005,9.175431469924916,222.10328903198246,9.898931503295898,0.001,0.0,0.0,0.0,0.001,0.9890000000000001,0.009000000000000001,0.0,neutral,2021-03-07 12:12:34.318020344,,secondary,40.0,2.0,2021-03-07T12:41:00+00:00,Mostly sunny,7.0,7.7,22,0.0,1.0,117.0
1,2021-03-07 12:12:35.318039179,48.783603231497366,9.17552863688154,249.07261795043945,-1.0,0.001,0.0,0.0,0.0,0.004,0.973,0.021,0.0,neutral,2021-03-07 12:12:35.318039179,,residential,50.0,,2021-03-07T12:41:00+00:00,Mostly sunny,7.0,7.7,22,0.0,1.0,117.0
2,2021-03-07 12:12:36.318041086,48.78367727692113,9.175753560398102,222.10328903198246,9.117987632751463,0.005,0.005,0.0,0.0,0.0,0.975,0.015,0.0,neutral,2021-03-07 12:12:36.318041086,,residential,50.0,,2021-03-07T12:41:00+00:00,Mostly sunny,7.0,7.7,22,0.0,1.0,117.0
3,2021-03-07 12:12:37.318046570,48.78370787399875,9.175900224065305,222.10328903198246,8.759316444396973,0.002,0.0,0.0,0.0,0.002,0.991,0.003,0.002,neutral,2021-03-07 12:12:37.318046570,,residential,50.0,,2021-03-07T12:41:00+00:00,Mostly sunny,7.0,7.7,22,0.0,1.0,117.0
4,2021-03-07 12:12:38.318047523,48.78389785442666,9.176491027278773,299.2733784793225,8.759316444396973,0.0,0.0,0.0,0.0,0.002,0.988,0.009000000000000001,0.0,neutral,2021-03-07 12:12:38.318047523,,secondary,40.0,3.0,2021-03-07T12:41:00+00:00,Mostly sunny,7.0,7.7,22,0.0,1.0,117.0
5,2021-03-07 12:12:39.318055153,48.78389040467617,9.176538145982196,248.11172622680667,8.759316444396973,0.002,0.0,0.0,0.0,0.015,0.97,0.001,0.011000000000000001,neutral,2021-03-07 12:12:39.318055153,,secondary,40.0,3.0,2021-03-07T12:41:00+00:00,Mostly sunny,7.0,7.7,22,0.0,1.0,117.0
6,2021-03-07 12:12:40.001056433,48.7838861357419,9.176599762611087,250.7125699462891,8.819640159606934,0.002,0.0,0.0,0.0,0.004,0.879,0.114,0.0,neutral,2021-03-07 12:12:40.001056433,,secondary,40.0,3.0,2021-03-07T12:41:00+00:00,Mostly sunny,7.0,7.7,22,0.0,1.0,117.0
7,2021-03-07 12:12:41.001062632,48.783935392877424,9.176743309823301,250.97265431823726,8.936753273010254,0.001,0.0,0.0,0.0,0.006999999999999999,0.7979999999999999,0.193,0.0,neutral,2021-03-07 12:12:41.001062632,,secondary,40.0,3.0,2021-03-07T12:41:00+00:00,Mostly sunny,7.0,7.7,22,0.0,1.0,117.0
8,2021-03-07 12:12:42.001064301,48.783975574595566,9.17686172983826,250.81821231597905,8.094575881958008,0.002,0.001,0.0,0.0,0.009000000000000001,0.855,0.134,0.0,neutral,2021-03-07 12:12:42.001064301,,secondary,40.0,3.0,2021-03-07T12:41:00+00:00,Mostly sunny,7.0,7.7,22,0.0,1.0,117.0
9,2021-03-07 12:12:43.001071930,48.784015254423544,9.17698763994725,250.40635393118285,8.094575881958008,0.001,0.0,0.0,0.0,0.002,0.9790000000000001,0.017,0.001,neutral,2021-03-07 12:12:43.001071930,,secondary,40.0,3.0,2021-03-07T12:41:00+00:00,Mostly sunny,7.0,7.7,22,0.0,1.0,117.0
10,2021-03-07 12:12:44.001073837,48.78404315444213,9.177076630633447,249.9811409930939,8.011242866516112,0.002,0.001,0.0,0.0,0.0,0.991,0.006,0.0,neutral,2021-03-07 12:12:44.001073837,,secondary,40.0,3.0,2021-03-07T12:41:00+00:00,Mostly sunny,7.0,7.7,22,0.0,1.0,117.0
11,2021-03-07 12:12:45.001052380,48.784064921861365,9.177146060612037,249.93861969928506,8.011242866516112,0.039,0.001,0.001,0.0,0.002,0.9440000000000001,0.013000000000000001,0.001,neutral,2021-03-07 12:12:45.001052380,,secondary,40.0,3.0,2021-03-07T12:41:00+00:00,Mostly sunny,7.0,7.7,22,0.0,1.0,117.0
12,2021-03-07 12:12:46.001022816,48.78409127038441,9.177230102607831,249.9343675699041,8.631800651550293,0.001,0.0,0.0,0.0,0.001,0.9890000000000001,0.009000000000000001,0.0,neutral,2021-03-07 12:12:46.001022816,,residential,30.0,,2021-03-07T12:41:00+00:00,Mostly sunny,7.0,7.7,22,0.0,1.0,117.0
13,2021-03-07 12:12:47.000990868,48.78411748177785,9.177313707212988,249.933942356966,8.984402656555176,0.022000000000000002,0.001,0.001,0.0,0.001,0.9309999999999999,0.044000000000000004,0.0,neutral,2021-03-07 12:12:47.000990868,,secondary,40.0,2.0,2021-03-07T12:41:00+00:00,Mostly sunny,7.0,7.7,22,0.0,1.0,117.0
14,2021-03-07 12:12:48.000955105,48.78414953147559,9.177415933837665,249.93389983567212,9.340726852416992,0.0,0.0,0.0,0.0,0.003,0.993,0.003,0.0,neutral,2021-03-07 12:12:48.000955105,,secondary,40.0,2.0,2021-03-07T12:41:00+00:00,Mostly sunny,7.0,7.7,22,0.0,1.0,117.0
