,Timestamp,Latitude,Longitude,Altitude,Speed_gps,weather_time,weather_term,feeltemp_outside,windspeed,cloud_coverage,trafficflow_reducedspeed,trafficflow_confidence,freeflow_speed,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,Max_Emotion,road_type,max_speed,lanes,ts,expressed_emotion
0,2021-02-28 12:36:54.999789715,47.93749425308719,9.934325232186414,659.3466354860473,0.3607155680656433,2021-02-28T15:31:00+00:00,Sunny,4.8,17.1,10,0.0,1.0,137.0,0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,neutral,secondary,50.0,2.0,2021-02-28 12:36:54.999789715,neutral
1,2021-02-28 12:37:30.563374043,47.93750412752593,9.934349944916962,658.4298005847332,0.11501672863960265,2021-02-28T15:31:00+00:00,Sunny,4.8,17.1,10,0.0,1.0,137.0,0.077,0.005,0.013,0.001,0.121,0.777,0.004,0.002,neutral,secondary,50.0,2.0,2021-02-28 12:37:30.563374043,neutral
2,2021-02-28 12:37:31.999372959,47.93752188357131,9.934389760658222,645.5560177836986,0.14095275104045868,2021-02-28T15:31:00+00:00,Sunny,4.8,17.1,10,0.0,1.0,137.0,0.138,0.004,0.037000000000000005,0.0,0.39,0.424,0.008,0.0,neutral,secondary,50.0,2.0,2021-02-28 12:37:31.999372959,neutral
3,2021-02-28 12:37:32.999370098,47.93752487881111,9.934395604302532,659.0616596467777,0.13147452473640442,2021-02-28T15:31:00+00:00,Sunny,4.8,17.1,10,0.0,1.0,137.0,0.078,0.061,0.061,0.0,0.044,0.753,0.003,0.0,neutral,secondary,50.0,2.0,2021-02-28 12:37:32.999370098,neutral
4,2021-02-28 12:37:33.999368191,47.93753077653896,9.934388113740477,659.2506907296926,0.07774180173873901,2021-02-28T15:31:00+00:00,Sunny,4.8,17.1,10,0.0,1.0,137.0,0.275,0.001,0.003,0.0,0.023,0.696,0.002,0.0,neutral,secondary,50.0,2.0,2021-02-28 12:37:33.999368191,neutral
5,2021-02-28 12:37:34.999366522,47.937532040331796,9.93439395859231,659.3625931055619,0.04585447162389755,2021-02-28T15:31:00+00:00,Sunny,4.8,17.1,10,0.0,1.0,137.0,0.051,0.028,0.02,0.0,0.573,0.318,0.009000000000000001,0.0,happiness,secondary,50.0,2.0,2021-02-28 12:37:34.999366522,neutral
6,2021-02-28 12:37:35.999365091,47.93753580019642,9.934374522982413,659.4395914486176,0.1319391429424286,2021-02-28T15:31:00+00:00,Sunny,4.8,17.1,10,0.0,1.0,137.0,0.029,0.002,0.081,0.0,0.001,0.885,0.003,0.0,neutral,secondary,50.0,2.0,2021-02-28 12:37:35.999365091,neutral
7,2021-02-28 12:37:36.999363422,47.937537998273875,9.934373627980428,659.4689343493296,0.10297968983650208,2021-02-28T15:31:00+00:00,Sunny,4.8,17.1,10,0.0,1.0,137.0,0.001,0.0,0.0,0.0,0.0,0.998,0.0,0.0,neutral,secondary,50.0,2.0,2021-02-28 12:37:36.999363422,neutral
8,2021-02-28 12:37:37.999361753,47.937537998273875,9.934373627980428,659.4689343493296,0.0,2021-02-28T15:31:00+00:00,Sunny,4.8,17.1,10,0.0,1.0,137.0,0.013,0.001,0.01,0.0,0.006,0.969,0.001,0.0,neutral,secondary,50.0,2.0,2021-02-28 12:37:37.999361753,neutral
9,2021-02-28 12:37:44.000841856,47.93749700060278,9.93442518913078,659.6146507650852,2.202850103378296,2021-02-28T15:31:00+00:00,Sunny,4.8,17.1,10,0.0,1.0,137.0,0.0,0.0,0.0,0.0,0.008,0.99,0.001,0.0,neutral,secondary,50.0,2.0,2021-02-28 12:37:44.000841856,neutral
10,2021-02-28 12:37:45.000839710,47.93747122512652,9.934452718019946,659.5944908180858,2.202850103378296,2021-02-28T15:31:00+00:00,Sunny,4.8,17.1,10,0.0,1.0,137.0,0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.0,neutral,secondary,50.0,2.0,2021-02-28 12:37:45.000839710,neutral
11,2021-02-28 12:37:46.000830650,47.9374272932856,9.9344815808584,659.5910466007292,3.5295355319976807,2021-02-28T15:31:00+00:00,Sunny,4.8,17.1,10,0.0,1.0,137.0,0.001,0.0,0.0,0.0,0.0,0.997,0.001,0.001,neutral,secondary,50.0,2.0,2021-02-28 12:37:46.000830650,neutral
12,2021-02-28 12:37:47.000808477,47.93737438703815,9.934507546361168,659.5957558899313,6.269777774810791,2021-02-28T15:31:00+00:00,Sunny,4.8,17.1,10,0.0,1.0,137.0,0.009000000000000001,0.001,0.001,0.0,0.005,0.984,0.001,0.0,neutral,secondary,50.0,2.0,2021-02-28 12:37:47.000808477,neutral
13,2021-02-28 12:37:48.000783920,47.93731084489534,9.934532315225145,659.575352795414,7.378889083862305,2021-02-28T15:31:00+00:00,Sunny,4.8,17.1,10,0.0,1.0,137.0,0.001,0.001,0.0,0.0,0.001,0.995,0.002,0.0,neutral,secondary,50.0,2.0,2021-02-28 12:37:48.000783920,neutral
14,2021-02-28 12:37:48.000783920,47.93731084489534,9.934532315225145,659.575352795414,7.378889083862305,2021-02-28T15:31:00+00:00,Sunny,4.8,17.1,10,0.0,1.0,137.0,0.001,0.001,0.0,0.0,0.001,0.995,0.002,0.0,neutral,secondary,50.0,2.0,2021-02-28 12:37:48.000783920,neutral
