,Timestamp,Latitude,Longitude,Altitude,Speed_gps,weather_time,weather_term,feeltemp_outside,windspeed,cloud_coverage,trafficflow_reducedspeed,trafficflow_confidence,freeflow_speed,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,Max_Emotion,road_type,max_speed,lanes,ts,expressed_emotion
0,2021-02-24 14:23:05.999685764,48.63676423167014,9.133076798323463,345.52166614523264,0.004174911417067051,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.004,0.005,0.0,0.0,0.0,0.988,0.003,0.0,neutral,residential,30.0,,2021-02-24 14:23:05.999685764,happiness
1,2021-02-24 14:23:06.999697208,48.63675930578261,9.13307458237953,345.5506741680693,0.5742756128311157,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.052000000000000005,0.02,0.001,0.0,0.005,0.908,0.015,0.0,neutral,residential,30.0,,2021-02-24 14:23:06.999697208,happiness
2,2021-02-24 14:23:07.999706745,48.63674855701008,9.133076623355924,345.5793055107009,1.3247467279434204,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.055,0.009000000000000001,0.0,0.0,0.0,0.909,0.026,0.0,neutral,residential,30.0,,2021-02-24 14:23:07.999706745,happiness
3,2021-02-24 14:23:08.999722719,48.636726698189364,9.133061815075154,345.5759586652736,2.2551331520080566,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,,,,,,,,,,residential,30.0,,2021-02-24 14:23:08.999722719,happiness
4,2021-02-24 14:23:09.999737501,48.63670949542996,9.13304561588243,345.57595912273973,2.2551331520079154,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,,,,,,,,,,residential,30.0,,2021-02-24 14:23:09.999737501,happiness
5,2021-02-24 14:23:10.998756170,48.636679241301266,9.133036863657106,345.6132269790396,2.255133152007916,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,,,,,,,,,,residential,30.0,,2021-02-24 14:23:10.998756170,happiness
6,2021-02-24 14:23:11.998771191,48.63663853611249,9.133022885773057,345.69638177286834,3.1588218212123804,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,,,,,,,,,,residential,30.0,,2021-02-24 14:23:11.998771191,happiness
7,2021-02-24 14:23:12.998791933,48.63659269108846,9.133024078433484,345.7159677091986,3.6957554817193485,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,,,,,,,,,,residential,30.0,,2021-02-24 14:23:12.998791933,happiness
8,2021-02-24 14:23:13.998812199,48.63656120203394,9.133004682252565,345.670002348721,3.5522942543024265,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,,,,,,,,,,residential,,,2021-02-24 14:23:13.998812199,happiness
9,2021-02-24 14:23:14.998834610,48.636534200282384,9.13299862599824,345.709002177231,3.5522942543024265,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,,,,,,,,,,residential,,,2021-02-24 14:23:14.998834610,happiness
10,2021-02-24 14:23:15.998852730,48.6365247575957,9.133004717111216,345.78755817376083,2.801384687423436,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.031,0.011,0.001,0.0,0.003,0.952,0.002,0.001,neutral,residential,,,2021-02-24 14:23:15.998852730,happiness
11,2021-02-24 14:23:15.998852730,48.6365247575957,9.133004717111216,345.78755817376083,2.801384687423436,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.031,0.011,0.001,0.0,0.003,0.952,0.002,0.001,neutral,residential,,,2021-02-24 14:23:15.998852730,happiness
12,2021-02-24 14:23:15.998852730,48.6365247575957,9.133004717111216,345.78755817376083,2.801384687423436,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.031,0.011,0.001,0.0,0.003,0.952,0.002,0.001,neutral,residential,,,2021-02-24 14:23:15.998852730,happiness
13,2021-02-24 14:23:15.998852730,48.6365247575957,9.133004717111216,345.78755817376083,2.801384687423436,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.031,0.011,0.001,0.0,0.003,0.952,0.002,0.001,neutral,residential,,,2021-02-24 14:23:15.998852730,happiness
14,2021-02-24 14:23:15.998852730,48.6365247575957,9.133004717111216,345.78755817376083,2.801384687423436,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.031,0.011,0.001,0.0,0.003,0.952,0.002,0.001,neutral,residential,,,2021-02-24 14:23:15.998852730,happiness
15,2021-02-24 14:23:15.998852730,48.6365247575957,9.133004717111216,345.78755817376083,2.801384687423436,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.031,0.011,0.001,0.0,0.003,0.952,0.002,0.001,neutral,residential,,,2021-02-24 14:23:15.998852730,happiness
16,2021-02-24 14:23:15.998852730,48.6365247575957,9.133004717111216,345.78755817376083,2.801384687423436,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.031,0.011,0.001,0.0,0.003,0.952,0.002,0.001,neutral,residential,,,2021-02-24 14:23:15.998852730,happiness
17,2021-02-24 14:23:15.998852730,48.6365247575957,9.133004717111216,345.78755817376083,2.801384687423436,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.031,0.011,0.001,0.0,0.003,0.952,0.002,0.001,neutral,residential,,,2021-02-24 14:23:15.998852730,happiness
18,2021-02-24 14:23:15.998852730,48.6365247575957,9.133004717111216,345.78755817376083,2.801384687423436,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.031,0.011,0.001,0.0,0.003,0.952,0.002,0.001,neutral,residential,,,2021-02-24 14:23:15.998852730,happiness
19,2021-02-24 14:23:15.998852730,48.6365247575957,9.133004717111216,345.78755817376083,2.801384687423436,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.031,0.011,0.001,0.0,0.003,0.952,0.002,0.001,neutral,residential,,,2021-02-24 14:23:15.998852730,happiness
20,2021-02-24 14:23:16.998875618,48.63652071342308,9.132995071724144,345.843019423075,1.8341219425200648,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.001,0.001,0.001,0.002,0.011,0.925,0.011,0.047,neutral,residential,,,2021-02-24 14:23:16.998875618,happiness
21,2021-02-24 14:23:17.998894691,48.63649551705354,9.133010248565974,345.8774760309607,1.9357260465621051,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.0,0.018000000000000002,0.0,0.0,0.01,0.969,0.001,0.0,neutral,residential,,,2021-02-24 14:23:17.998894691,happiness
22,2021-02-24 14:23:18.998915672,48.636469487457504,9.133033003044654,345.9584988094866,2.2544455528257865,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.0,0.002,0.0,0.0,0.022,0.974,0.001,0.0,neutral,residential,,,2021-02-24 14:23:18.998915672,happiness
23,2021-02-24 14:23:19.998931170,48.6364552716879,9.133072572394518,346.0934561807662,2.2544455528257874,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.0,0.0,0.0,0.0,0.005,0.994,0.001,0.0,neutral,residential,,,2021-02-24 14:23:19.998931170,happiness
24,2021-02-24 14:23:20.998950481,48.63644658780898,9.133103474312946,346.17513327393686,2.583767890929964,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.0,0.001,0.0,0.0,0.003,0.985,0.011,0.0,neutral,residential,,,2021-02-24 14:23:20.998950481,happiness
25,2021-02-24 14:23:21.998966217,48.63644084335586,9.133154488350463,346.2421648390592,3.1247277259822916,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.0,0.0,0.0,0.0,0.003,0.991,0.005,0.0,neutral,residential,,,2021-02-24 14:23:21.998966217,happiness
26,2021-02-24 14:23:22.998985052,48.636444802246935,9.133231813469235,346.26271655596787,4.54605484008674,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.0,0.0,0.0,0.0,0.002,0.994,0.002,0.001,neutral,residential,,,2021-02-24 14:23:22.998985052,happiness
27,2021-02-24 14:23:23.999002457,48.63644424383728,9.1332960844741,346.34202265087515,4.546054840086741,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.001,0.001,0.0,0.0,0.006,0.989,0.002,0.0,neutral,residential,,,2021-02-24 14:23:23.999002457,happiness
28,2021-02-24 14:23:24.999019384,48.636438305853396,9.133370212683188,346.48091434035456,4.926551342009034,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.001,0.0,0.0,0.0,0.0,0.997,0.0,0.0,neutral,residential,,,2021-02-24 14:23:24.999019384,happiness
29,2021-02-24 14:23:25.999035358,48.636435092994994,9.133477448868929,346.5652064336464,6.842339038844955,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.0,0.0,0.0,0.0,0.001,0.996,0.001,0.002,neutral,residential,,,2021-02-24 14:23:25.999035358,happiness
30,2021-02-24 14:23:26.999133110,48.63643169535626,9.13356753692692,346.60543314646935,6.842339038844953,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.006,0.001,0.008,0.0,0.004,0.977,0.003,0.001,neutral,residential,,,2021-02-24 14:23:26.999133110,happiness
31,2021-02-24 14:23:27.999062538,48.6364187339297,9.133665312041435,346.6984002068639,6.8423390388449565,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,,,,,,,,,,residential,,,2021-02-24 14:23:27.999062538,happiness
32,2021-02-24 14:23:28.999074221,48.63640462886287,9.13377095175256,346.78065108601004,7.3248400688123265,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.0,0.0,0.0,0.0,0.003,0.926,0.001,0.07,neutral,residential,,,2021-02-24 14:23:28.999074221,happiness
33,2021-02-24 14:23:29.999086142,48.6364036926161,9.133869632728556,347.1948773562908,7.9156316059298435,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.0,0.0,0.0,0.0,0.005,0.986,0.001,0.006999999999999999,neutral,residential,,,2021-02-24 14:23:29.999086142,happiness
34,2021-02-24 14:23:30.999096632,48.636386732973044,9.133975743135489,347.4233689047396,8.214379442690081,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.0,0.0,0.0,0.0,0.001,0.997,0.001,0.001,neutral,residential,,,2021-02-24 14:23:30.999096632,happiness
35,2021-02-24 14:23:31.999106407,48.63636789841259,9.134078118300666,347.70756243914366,8.285228519488948,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.0,0.0,0.0,0.0,0.003,0.994,0.002,0.0,neutral,residential,,,2021-02-24 14:23:31.999106407,happiness
36,2021-02-24 14:23:32.999116421,48.63635230468125,9.134190805680428,347.76280635222787,8.729806145538205,2021-02-24T19:06:00+00:00,Clear,13.0,5.6,0,0.0,1.0,115.0,0.0,0.0,0.0,0.0,0.008,0.99,0.002,0.0,neutral,residential,,,2021-02-24 14:23:32.999116421,happiness
